"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Durham","501089250","18644640","18054470",760858737,"SFY 2013-2014"
"Eastford","128239380","7082610","3564630",172010913,"SFY 2013-2014"
"East Granby","372464980","19527500","76018160",634565539,"SFY 2013-2014"
"East Haddam","694306560","31264380","7425950",851695057,"SFY 2013-2014"
"East Hampton","911125546","52710696","8231778",1133427986,"SFY 2013-2014"
"East Hartford","1465637746","395330131","245747338",2931215678,"SFY 2013-2014"
"East Haven","1427824960","293614560","21280340",1996768886,"SFY 2013-2014"
"East Lyme","1674001261","122303136","14146230",2064155868,"SFY 2013-2014"
"Easton","1191728990","11159100","23067980",1327494203,"SFY 2013-2014"
"East Windsor","495820898","168622380","72775170",963819567,"SFY 2013-2014"
"Ellington","957862216","73714570","17693070",1293077667,"SFY 2013-2014"
"Enfield","1795479080","378568981","167296040",2884022287,"SFY 2013-2014"
"Essex","877665850","120823170","35592600",1135512799,"SFY 2013-2014"
"Fairfield","8956403995","1038631523","53215330",10941783881,"SFY 2013-2014"
"Farmington","2222498800","807879490","37572980",3529908540,"SFY 2013-2014"
"Franklin","129512230","33344236","5030060",217971045,"SFY 2013-2014"
"Glastonbury","2778614720","480928230","70673780",3832330378,"SFY 2013-2014"
"Goshen","424067220","16762760","690670",520462590,"SFY 2013-2014"
"Granby","723049920","37152430","3423910",958094420,"SFY 2013-2014"
"Greenwich","24272802260","4153675750","76022730",30870296450,"SFY 2013-2014"
"Griswold","539186798","37077304","3849370",702683326,"SFY 2013-2014"
"Groton","2212968520","380817689","607852140",4075380941,"SFY 2013-2014"
"Guilford","2991278249","210922580","27419240",3515896964,"SFY 2013-2014"
"Haddam","692711490","26160500","25140820",902819095,"SFY 2013-2014"
"Hamden","2841971566","461047030","65389520",4112725026,"SFY 2013-2014"
"Hampton","129211620","2304540","122640",158364447,"SFY 2013-2014"
"Hartford","722520804","1214105916","72049897",3582979216,"SFY 2013-2014"
"Hartland","150592240","638430","0",195609120,"SFY 2013-2014"
"Harwinton","448950603","13043260","2280470",569472871,"SFY 2013-2014"
"Hebron","650171830","21408100","790860",776032135,"SFY 2013-2014"
"Kent","535590300","43944410","0",673671155,"SFY 2013-2014"
"Killingly","803268961","139115220","89074270",1765102163,"SFY 2013-2014"
"Killingworth","623600530","20831110","702780",718292757,"SFY 2013-2014"
"Lebanon","547967690","14103230","4702820",681957590,"SFY 2013-2014"
"Ledyard","876178464","48399679","9320500",1138276000,"SFY 2013-2014"
"Lisbon","221777275","82162940","980330",385600049,"SFY 2013-2014"
"Litchfield","865939540","93806670","6675740",1113401140,"SFY 2013-2014"
"Lyme","551374084","4976000","0",609828309,"SFY 2013-2014"
"Madison","3045313468","168009880","3039600",3468303654,"SFY 2013-2014"
"Manchester","2135118700","681690064","192758030",4027045764,"SFY 2013-2014"
"Mansfield","742458660","112418460","2127790",1017258413,"SFY 2013-2014"
"Marlborough","479150150","27175700","2185190",569536815,"SFY 2013-2014"
"Meriden","2001650624","610554514","106282743",3448985028,"SFY 2013-2014"
"Middlebury","675225000","98630940","8530700",931401445,"SFY 2013-2014"
"Middlefield","316956400","17330600","15064500",419146070,"SFY 2013-2014"
"Middletown","2066716800","329639830","178193230",3738096735,"SFY 2013-2014"
"Milford","4290598841","1020568020","239216180",6583930018,"SFY 2013-2014"
"Monroe","1785703412","154654430","56377946",2325147159,"SFY 2013-2014"
"Montville","858072890","119836230","30001310",1285888896,"SFY 2013-2014"
"Morris","294716370","11785900","1580610",354490278,"SFY 2013-2014"
"Naugatuck","1071604450","134657380","55181450",1611572549,"SFY 2013-2014"
"New Britain","1442120070","277789340","94709730",2553699492,"SFY 2013-2014"
"New Canaan","7444928044","357786581","6498170",8302535878,"SFY 2013-2014"
"New Fairfield","1517405143","33545200","3098000",1693093096,"SFY 2013-2014"
"New Hartford","570064089","28860510","7596470",728515984,"SFY 2013-2014"
"New Haven","2777322135","2109231360","284571106",6277434638,"SFY 2013-2014"
"Newington","1625490567","363430583","122550758",2615812716,"SFY 2013-2014"
"New London","846614063","342565636","225321170",1765640254,"SFY 2013-2014"
"New Milford","2029178645","263833665","97013470",2960793350,"SFY 2013-2014"
"Newtown","2399002420","189033619","54623730",3066819890,"SFY 2013-2014"
"Norfolk","217532100","10490800","0",310880350,"SFY 2013-2014"
"North Branford","941557068","111810762","37495300",1282667618,"SFY 2013-2014"
"North Canaan","154838110","44394230","27754930",339457170,"SFY 2013-2014"
"North Haven","1815255820","340492920","253215695",2931983412,"SFY 2013-2014"
"North Stonington","371939280","47160400","6443150",530101338,"SFY 2013-2014"
"Norwalk","8718516044","2116585450","198685060",12890404109,"SFY 2013-2014"
"Norwich","1526195700","401108300","56222800",2457677290,"SFY 2013-2014"
"Old Lyme","1411968301","55926569","10820500",1612740033,"SFY 2013-2014"
"Old Saybrook","2031454100","248583900","20974500",2505558054,"SFY 2013-2014"
"Orange","1212971460","310762460","87935890",1906330698,"SFY 2013-2014"
"Oxford","1084505405","34438400","56465900",1425292635,"SFY 2013-2014"
"Plainfield","513266220","79756850","95993400",891818800,"SFY 2013-2014"
"Plainville","808899350","185700650","96997050",1375221540,"SFY 2013-2014"
"Plymouth","556468883","32067440","23851180",765110082,"SFY 2013-2014"
"Pomfret","278951700","15343800","8489800",363489118,"SFY 2013-2014"
"Portland","592334610","60130680","14509540",802900480,"SFY 2013-2014"
"Preston","286268310","18651100","2103300",384022681,"SFY 2013-2014"
"Prospect","638219070","51738030","9172540",816473204,"SFY 2013-2014"
"Putnam","363792584","103325170","39844200",652629595,"SFY 2013-2014"
"Redding","1303743810","118667100","2668000",1627581683,"SFY 2013-2014"
"Ridgefield","3776118843","453838691","11619860",4692754721,"SFY 2013-2014"
"Rocky Hill","1316121545","363086270","131081650",2180061019,"SFY 2013-2014"
"Roxbury","606716020","2452830","0",695022600,"SFY 2013-2014"
"Salem","287165490","17195100","1632700",363625921,"SFY 2013-2014"
"Salisbury","805232420","50916200","1045900",1159770040,"SFY 2013-2014"
"Scotland","110292040","965120","409480",128945430,"SFY 2013-2014"
"Seymour","912671830","71455230","38696490",1233443605,"SFY 2013-2014"
"Sharon","707803740","44130300","0",854270356,"SFY 2013-2014"
"Shelton","2940810980","653387520","161290570",4550467410,"SFY 2013-2014"
"Sherman","707719680","1818500","0",766365183,"SFY 2013-2014"
"Simsbury","1676466500","233050960","19062880",2250841690,"SFY 2013-2014"
"Somers","677543969","31938070","9404600",843691079,"SFY 2013-2014"
"Southbury","1492656119","279889590","8696030",2107309399,"SFY 2013-2014"
"Southington","2670242621","408056260","71575510",3817247724,"SFY 2013-2014"
"South Windsor","1633838576","205539900","231697300",2577878996,"SFY 2013-2014"
"Sprague","110743290","4927410","11088180",175436401,"SFY 2013-2014"
"Stafford","562360010","36020165","24519520",812270351,"SFY 2013-2014"
"Stamford","10735216992","4667214607","536986767",19115110364,"SFY 2013-2014"
"Sterling","148570320","9076260","3491590",233607201,"SFY 2013-2014"
"Stonington","1906830410","345916300","28099000",2615191098,"SFY 2013-2014"
"Stratford","3159427360","410540730","317348670",4770175005,"SFY 2013-2014"
"Suffield","1152182290","53700280","47721100",1451774332,"SFY 2013-2014"
"Thomaston","348478444","34756633","28066977",554112948,"SFY 2013-2014"
"Thompson","483785025","21843700","8107600",627214354,"SFY 2013-2014"
"Tolland","1060041150","63226600","19159400",1307091959,"SFY 2013-2014"
"Torrington","1577091230","332034390","60232130",2423312925,"SFY 2013-2014"
"Trumbull","3116542900","598210600","189399000",4494853623,"SFY 2013-2014"
"Union","76234310","2389610","486930",99086144,"SFY 2013-2014"
"Vernon","1133279540","211728460","17616530",1752096555,"SFY 2013-2014"
"Voluntown","161064934","6197440","2577630",201105834,"SFY 2013-2014"
"Wallingford","2704956120","508862920","304457790",4398223525,"SFY 2013-2014"
"Warren","212478740","5250490","0",343638870,"SFY 2013-2014"
"Washington","935511980","47957880","809960",1256444990,"SFY 2013-2014"
"Waterbury","2077214585","819788103","102258780",4207938751,"SFY 2013-2014"
"Waterford","1395358720","803916270","47355230",3240454110,"SFY 2013-2014"
"Watertown","1464051060","117088360","108679530",2006803657,"SFY 2013-2014"
"Westbrook","862338957","113783870","29243880",1170648367,"SFY 2013-2014"
"West Hartford","4381608087","762071238","80973150",5953475080,"SFY 2013-2014"
"West Haven","1997604316","300513717","74922064",2869784194,"SFY 2013-2014"
"Weston","2498011100","24553900","0",2662116322,"SFY 2013-2014"
"Westport","7910028210","1145267360","8424600",9806678549,"SFY 2013-2014"
"Wethersfield","1814663760","207933070","19824200",2349232910,"SFY 2013-2014"
"Willington","332409450","50156970","4526920",481868009,"SFY 2013-2014"
"Wilton","3186954440","583210700","0",4285537660,"SFY 2013-2014"
"Winchester","493173705","54773020","15519350",710836697,"SFY 2013-2014"
"Windham","555731395","135653575","37996500",1006843960,"SFY 2013-2014"
"Windsor","1637936539","484522597","371550508",3231615610,"SFY 2013-2014"
"Windsor Locks","640990210","155341500","163167940",1410980309,"SFY 2013-2014"
"Wolcott","1004552710","44727970","30506100",1280403927,"SFY 2013-2014"
"Woodbridge","974451100","61478550","15467130",1205125560,"SFY 2013-2014"
"Woodbury","992945960","87943640","2460480",1243892334,"SFY 2013-2014"
"Woodstock","544982190","23872530","8121300",683371370,"SFY 2013-2014"
"Andover","216902490","4509200","1068300",263152055,"SFY 2014-2015"
"Ansonia","650902550","78406900","15386600",903609642,"SFY 2014-2015"
"Ashford","224709300","12664800","0",298897711,"SFY 2014-2015"
"Avon","1974718400","260647440","32007780",2579014630,"SFY 2014-2015"
"Barkhamsted","245506450","11609096","4324720",345178372,"SFY 2014-2015"
"Beacon Falls","358406410","14013620","30697430",481123834,"SFY 2014-2015"
"Berlin","1386430380","254873460","122550260",2264651210,"SFY 2014-2015"
"Bethany","452954760","24959070","4823080",554663335,"SFY 2014-2015"
"Bethel","1267093060","187750150","79222670",1894969220,"SFY 2014-2015"
"Bethlehem","295306100","20535900","2531500",368355400,"SFY 2014-2015"
"Bloomfield","1115536570","269381510","189368710",2177300672,"SFY 2014-2015"
"Bolton","336397250","13893000","7426400",432859500,"SFY 2014-2015"
"Bozrah","139365700","10256850","21027860",231830501,"SFY 2014-2015"
"Branford","2631114290","352353190","106039580",3545764060,"SFY 2014-2015"
"Bridgeport","4085344013","903693425","552296009",7210859515,"SFY 2014-2015"
"Bridgewater","341862152","2874300","701100",390735606,"SFY 2014-2015"
"Bristol","2345872180","484550210","222796110",4057244290,"SFY 2014-2015"
"Brookfield","1571199300","244977890","80582660",2228623622,"SFY 2014-2015"
"Brooklyn","395645670","45262100","3498600",554097054,"SFY 2014-2015"
"Burlington","729817450","12505890","2899330",887610493,"SFY 2014-2015"
"Canaan","104084290","4086950","9641700",172426940,"SFY 2014-2015"
"Canterbury","306838868","10849180","4384500",394736048,"SFY 2014-2015"
"Canton","818132490","134983420","7663100",1096374170,"SFY 2014-2015"
"Chaplin","112989200","7686900","1294000",149831860,"SFY 2014-2015"
"Cheshire","1968704640","314184130","45953370",2770384799,"SFY 2014-2015"
"Chester","317125210","55476070","14760280",450117720,"SFY 2014-2015"
"Clinton","1175215635","133438803","26459750",1514635863,"SFY 2014-2015"
"Colchester","886601660","86018000","8802100",1203567058,"SFY 2014-2015"
"Colebrook","147587250","1612100","589100",188922280,"SFY 2014-2015"
"Columbia","380919510","14635700","6112730",469509611,"SFY 2014-2015"
"Cornwall","269642810","12511500","0",398445140,"SFY 2014-2015"
"Coventry","853978420","34581900","1192600",1005832600,"SFY 2014-2015"
"Cromwell","849262090","186273840","35683800",1283682907,"SFY 2014-2015"
"Danbury","3885566500","1433764400","345390200",7106826042,"SFY 2014-2015"
"Darien","7047407970","646124150","3232600",8251801942,"SFY 2014-2015"
"Deep River","384741940","29873540","14212150",502497170,"SFY 2014-2015"
"Derby","502984290","102026310","9413855",754753768,"SFY 2014-2015"
"Durham","505026365","19286470","18324880",766327056,"SFY 2014-2015"
"Eastford","107830645","6145630","2638390",148962542,"SFY 2014-2015"
"East Granby","356429400","18929900","74490100",614969350,"SFY 2014-2015"
"East Haddam","697062590","31397590","7386540",855366024,"SFY 2014-2015"
"East Hampton","915670260","53566825","8165146",1142075824,"SFY 2014-2015"
"East Hartford","1466604766","388573709","243642360",2954813724,"SFY 2014-2015"
"East Haven","1431498770","287438991","20191489",1997613426,"SFY 2014-2015"
"East Lyme","1687066623","122269486","14150920",2075612384,"SFY 2014-2015"
"Easton","1194015190","11414950","23067980",1330610365,"SFY 2014-2015"
"East Windsor","497725170","180916540","72734310",987967860,"SFY 2014-2015"
"Ellington","968535956","76370950","18070990",1315809273,"SFY 2014-2015"
"Enfield","1796940190","365284081","168836960",2889334910,"SFY 2014-2015"
"Essex","797396200","111671800","33792000",1046406144,"SFY 2014-2015"
"Fairfield","8968384811","1035077240","52587430",10964811773,"SFY 2014-2015"
"Farmington","2237270850","798008465","37626250",3540241818,"SFY 2014-2015"
"Franklin","107919190","31280170","3936590",191977730,"SFY 2014-2015"
"Glastonbury","2793658070","479727660","70879990",3854054415,"SFY 2014-2015"
"Goshen","426264390","16661870","690670",523572840,"SFY 2014-2015"
"Granby","727290770","37260790","3423910",964212670,"SFY 2014-2015"
"Greenwich","24436561310","4236752296","92427230",30998130546,"SFY 2014-2015"
"Griswold","540828425","36993750","3845870",706523529,"SFY 2014-2015"
"Groton","2218334020","378295525","604096920",4102815277,"SFY 2014-2015"
"Guilford","2571102170","188051790","23690410",3063592655,"SFY 2014-2015"
"Haddam","696252118","26205310","25161810",907847923,"SFY 2014-2015"
"Hamden","2843238026","465853422","65436110",4123307622,"SFY 2014-2015"
"Hampton","100900085","1833820","115920",127728058,"SFY 2014-2015"
"Hartford","745960439","1148692172","68824351",3617368454,"SFY 2014-2015"
"Hartland","150773620","622680","0",197692157,"SFY 2014-2015"
"Harwinton","424869356","12911500","2113970",543522470,"SFY 2014-2015"
"Hebron","653292710","21952210","877590",782137510,"SFY 2014-2015"
"Kent","464991400","36656135","0",594131389,"SFY 2014-2015"
"Killingly","590267486","130949730","74909520",1497944702,"SFY 2014-2015"
"Killingworth","625643290","20378930","702780",720929442,"SFY 2014-2015"
"Lebanon","458455510","14201280","4850200",600314246,"SFY 2014-2015"
"Ledyard","882702699","48180569","9356130",1150255468,"SFY 2014-2015"
"Lisbon","223031770","81025990","980330",386395892,"SFY 2014-2015"
"Litchfield","781879850","85150740","9803650",1031333979,"SFY 2014-2015"
"Lyme","463077600","4390800","0",514903050,"SFY 2014-2015"
"Madison","2450345200","161180300","2742000",2869021977,"SFY 2014-2015"
"Manchester","2138658230","715978340","187923530",4008661380,"SFY 2014-2015"
"Mansfield","745144620","130215430","2127790",1043604621,"SFY 2014-2015"
"Marlborough","481488250","27154490","2233350",574581315,"SFY 2014-2015"
"Meriden","2059538434","577350550","20117920",3289364417,"SFY 2014-2015"
"Middlebury","675096400","100101402","8530700",933263124,"SFY 2014-2015"
"Middlefield","318732500","17549100","15064200",421602630,"SFY 2014-2015"
"Middletown","1741875321","434247278","170858133",3480428942,"SFY 2014-2015"
"Milford","4267643175","989382520","235444240",6550969890,"SFY 2014-2015"
"Monroe","1788623260","155583237","54858916",2332054996,"SFY 2014-2015"
"Montville","858342940","119908500","34007930",1291683955,"SFY 2014-2015"
"Morris","293684900","10619450","1580610",350758367,"SFY 2014-2015"
"Naugatuck","1072911460","131161020","54931570",1623138240,"SFY 2014-2015"
"New Britain","1442879640","267564550","94797380",2549054652,"SFY 2014-2015"
"New Canaan","7163628943","372550150","7040180",8041403886,"SFY 2014-2015"
"New Fairfield","1520135972","34193600","3098000",1691258150,"SFY 2014-2015"
"New Hartford","510714220","25859820","7103460",664644530,"SFY 2014-2015"
"New Haven","2710598014","2078098164","285672661",6248877013,"SFY 2014-2015"
"Newington","1628724461","366589296","122526298",2628944001,"SFY 2014-2015"
"New London","616367763","347681045","6562500",1312850868,"SFY 2014-2015"
"New Milford","2036327225","263960575","96634000",2968000105,"SFY 2014-2015"
